#0000 0 0 
0.901431 0 0.00028549 7.73807e-09 0.0180735 -1.38334e-09 0 0.0015 3.12145e-10 4.77054e-10 7.29085e-10 1.11427e-09 1.70294e-09 2.60261e-09 3.97759e-09 6.07898e-09 9.29054e-09 1.41988e-08 2.17001e-08 3.31644e-08 5.06854e-08 7.74629e-08 1.18387e-07 1.80932e-07 2.76519e-07 4.22606e-07 6.45872e-07 9.8709e-07 2.8549e-06 2.79272e-06 2.82862e-06 2.84797e-06 48.0302 100 
0.904298 0 0.000284558 7.76342e-09 0.0180465 -1.38293e-09 0 0.0015 3.11126e-10 4.75496e-10 7.26704e-10 1.11063e-09 1.69738e-09 2.59412e-09 3.9646e-09 6.05913e-09 9.26021e-09 1.41524e-08 2.16293e-08 3.30562e-08 5.052e-08 7.721e-08 1.18001e-07 1.80341e-07 2.75616e-07 4.21226e-07 6.43763e-07 9.83867e-07 2.84558e-06 2.7836e-06 2.81938e-06 2.83867e-06 48.0302 100 
0.907173 0 0.000283629 7.78885e-09 0.0180196 -1.38251e-09 0 0.0015 3.1011e-10 4.73944e-10 7.24331e-10 1.107e-09 1.69184e-09 2.58564e-09 3.95166e-09 6.03934e-09 9.22997e-09 1.41062e-08 2.15586e-08 3.29482e-08 5.0355e-08 7.69579e-08 1.17615e-07 1.79752e-07 2.74716e-07 4.19851e-07 6.41661e-07 9.80655e-07 2.83629e-06 2.77451e-06 2.81018e-06 2.8294e-06 48.0302 100 
0.910058 0 0.000282703 7.81437e-09 0.0179927 -1.3821e-09 0 0.0015 3.09098e-10 4.72396e-10 7.21966e-10 1.10339e-09 1.68631e-09 2.5772e-09 3.93875e-09 6.01962e-09 9.19983e-09 1.40602e-08 2.14882e-08 3.28406e-08 5.01905e-08 7.67065e-08 1.17231e-07 1.79165e-07 2.73819e-07 4.1848e-07 6.39565e-07 9.77452e-07 2.82703e-06 2.76545e-06 2.801e-06 2.82016e-06 48.0302 100 
0.912952 0 0.000281779 7.83998e-09 0.0179659 -1.38168e-09 0 0.0015 3.08088e-10 4.70853e-10 7.19608e-10 1.09978e-09 1.6808e-09 2.56878e-09 3.92589e-09 5.99996e-09 9.16978e-09 1.40142e-08 2.14181e-08 3.27334e-08 5.00266e-08 7.6456e-08 1.16848e-07 1.7858e-07 2.72925e-07 4.17113e-07 6.37477e-07 9.7426e-07 2.81779e-06 2.75642e-06 2.79185e-06 2.81095e-06 48.0302 100 
0.915855 0 0.000280859 7.86567e-09 0.0179391 -1.38126e-09 0 0.0015 3.07082e-10 4.69315e-10 7.17257e-10 1.09619e-09 1.67531e-09 2.56039e-09 3.91306e-09 5.98036e-09 9.13983e-09 1.39685e-08 2.13481e-08 3.26264e-08 4.98632e-08 7.62063e-08 1.16467e-07 1.77997e-07 2.72033e-07 4.15751e-07 6.35394e-07 9.71077e-07 2.80859e-06 2.74741e-06 2.78273e-06 2.80176e-06 48.0302 100 
0.918768 0 0.000279942 7.89145e-09 0.0179123 -1.38084e-09 0 0.0015 3.06079e-10 4.67782e-10 7.14914e-10 1.09261e-09 1.66984e-09 2.55203e-09 3.90028e-09 5.96083e-09 9.10997e-09 1.39228e-08 2.12784e-08 3.25199e-08 4.97003e-08 7.59573e-08 1.16086e-07 1.77415e-07 2.71145e-07 4.14392e-07 6.33319e-07 9.67905e-07 2.79942e-06 2.73844e-06 2.77364e-06 2.79261e-06 48.0302 100 
0.921689 0 0.000279027 7.91732e-09 0.0178856 -1.38042e-09 0 0.0015 3.05079e-10 4.66254e-10 7.12579e-10 1.08904e-09 1.66438e-09 2.54369e-09 3.88754e-09 5.94135e-09 9.08021e-09 1.38773e-08 2.12088e-08 3.24136e-08 4.95379e-08 7.57092e-08 1.15707e-07 1.76836e-07 2.70259e-07 4.13039e-07 6.3125e-07 9.64743e-07 2.79027e-06 2.72949e-06 2.76458e-06 2.78349e-06 48.0302 100 
0.92462 0 0.000278115 7.94327e-09 0.017859 -1.38e-09 0 0.0015 3.04082e-10 4.6473e-10 7.1025e-10 1.08548e-09 1.65895e-09 2.53538e-09 3.87484e-09 5.92194e-09 9.05054e-09 1.3832e-08 2.11395e-08 3.23077e-08 4.93761e-08 7.54618e-08 1.15329e-07 1.76258e-07 2.69376e-07 4.11689e-07 6.29187e-07 9.61591e-07 2.78115e-06 2.72058e-06 2.75555e-06 2.77439e-06 48.0302 100 
0.92756 0 0.000277207 7.96931e-09 0.0178324 -1.37958e-09 0 0.0015 3.03088e-10 4.63212e-10 7.07929e-10 1.08193e-09 1.65353e-09 2.5271e-09 3.86218e-09 5.90259e-09 9.02097e-09 1.37868e-08 2.10705e-08 3.22021e-08 4.92147e-08 7.52152e-08 1.14952e-07 1.75682e-07 2.68496e-07 4.10344e-07 6.27131e-07 9.58449e-07 2.77207e-06 2.71169e-06 2.74654e-06 2.76533e-06 48.0302 100 
0.93051 0 0.000276301 7.99544e-09 0.0178058 -1.37915e-09 0 0.0015 3.02098e-10 4.61698e-10 7.05616e-10 1.0784e-09 1.64812e-09 2.51884e-09 3.84956e-09 5.8833e-09 8.99149e-09 1.37418e-08 2.10016e-08 3.20969e-08 4.90539e-08 7.49694e-08 1.14576e-07 1.75108e-07 2.67618e-07 4.09003e-07 6.25082e-07 9.55317e-07 2.76301e-06 2.70282e-06 2.73757e-06 2.75629e-06 48.0302 100 
0.933469 0 0.000275398 8.02166e-09 0.0177793 -1.37873e-09 0 0.0015 3.0111e-10 4.60189e-10 7.0331e-10 1.07487e-09 1.64274e-09 2.5106e-09 3.83697e-09 5.86407e-09 8.9621e-09 1.36968e-08 2.0933e-08 3.1992e-08 4.88936e-08 7.47244e-08 1.14202e-07 1.74535e-07 2.66744e-07 4.07666e-07 6.23039e-07 9.52195e-07 2.75398e-06 2.69399e-06 2.72862e-06 2.74728e-06 48.0302 100 
